Supplier,internal_company_code,Risk Type,topline_risk_score,transparency_score,frdm_score,all_country_risk_score,all_industry_risk_score,purchase_risk,all_alerts_count,trade_partner_risk,Spend Amount,Spend Level,supplier_id,id,parent_id,created_at,created_at,Countries,Industries,Products,Product Regulations,Industry Regulations,Documents,Warnings
LAGERCRANTZ GROUP AB,0,human_rights,0.56,0.308,64,0.09871,0.8379,0.6887330908094866,0,,368016.0,,152221,52,0,2021-04-27 15:21:10 UTC,2021-04-27 16:07:21 UTC,SWE,"Broom, Brush, and Mop Manufacturing",Brooms and mops and brushes and accessories,Deforestation| PFAS,UK MSA,Code of Conduct,
STANMORE EQUIPMENT LIMITE,0,human_rights,0.56,0.24400000000000002,34,0.0964,0.8,,0,,384000.0,,150175,52,0,2021-04-27 15:18:43 UTC,2021-04-27 16:03:44 UTC,CAN,Industrial Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
REINKE & SCHOMANN INC,0,human_rights,0.56,0.29200000000000004,44,0.17059,0.7955,0.5095296578472719,0,,452982.0,,152175,52,0,2021-04-27 15:21:06 UTC,2021-04-27 16:07:16 UTC,USA,Fabricated Structural Metal Manufacturing| Plate Work Manufacturing,Plate,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"MC 4 PROPERTIES, LLC",0,human_rights,0.56,0.11200000000000002,24,0.17059,,,0,,466702.0,,150131,52,0,2021-04-27 15:18:40 UTC,2021-04-27 16:03:40 UTC,USA,,,,,,
AVIONIC STRUCTURES INC,0,human_rights,0.56,0.20800000000000002,34,0.17059,0.6543,,0,,653538.0,,152112,52,0,2021-04-27 15:21:00 UTC,2021-04-27 16:07:10 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
DEUTSCHE POST AG,0,human_rights,0.56,0.30400000000000005,66,0.1076,0.01,0.4717331075697212,0,0.2833333333333333,660281.0,,150076,52,0,2021-04-27 15:18:36 UTC,2021-04-27 16:03:34 UTC,,,,,,Code of Conduct,Labor Dispute Activity| Owner of State Owned Enterprise| Related to SOE| Tariff Quota
INDUSTRIAL BEARING TRANS ,0,human_rights,0.56,0.20400000000000001,34,0.17059,0.66912,,0,,805976.0,,150705,52,0,2021-04-27 15:19:19 UTC,2021-04-27 16:04:42 UTC,USA,Ball and Roller Bearing Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
U S AXLE INCORPORATED,0,human_rights,0.56,0.324,64,0.17059,0.73507,0.6391070085853783,0,,1014209.0,,152043,52,0,2021-04-27 15:20:54 UTC,2021-04-27 16:07:03 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing| Metal Heat Treating,Metal and mineral industries,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
A R LINTERN INC,0,human_rights,0.56,0.30400000000000005,49,0.57715,0.73172,0.1014479801225208,0,,1074699.0,,151292,52,0,2021-04-27 15:19:59 UTC,2021-04-27 16:05:44 UTC,BRA| DEU| HKG| IND| MYS| USA,"Engineering Services| Metal Crown, Closure, and Other Metal Stamping (Except Automotive)| Sheet Metal Work Manufacturing",Professional engineering services,,Canada MSA| CSDDD| CSRD| Data Breach High Incident| Dutch CLDD| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,,
NATIONAL FLEET GRAPHICS,0,human_rights,0.56,0.252,69,0.65231,0.624,0.09994345499358509,0,,1733106.0,,150670,52,0,2021-04-27 15:19:17 UTC,2021-04-27 16:04:38 UTC,CHN| USA,"Automotive Body, Paint, and Interior Repair and Maintenance| Commercial Printing (Except Screen and Books)| Sign Manufacturing",Vehicle maintenance and repair services (OLD),,Data Breach High Incident| Data Breach Vulnerability| Deforestation| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain,,
APPLIED FAB & MACHINING INC.,0,human_rights,0.56,0.276,64,0.17059,0.83177,0.4717331075697213,3,,1739524.0,,150801,52,0,2021-04-27 15:19:25 UTC,2021-04-27 16:04:52 UTC,USA,All Other Miscellaneous Manufacturing| All Other Plastics Product Manufacturing| Institutional Furniture Manufacturing| Machine Shops,Plastics Or Resins Or Fibers Manufacturing Services,,CSDDD| Deforestation| PFAS| PPWR| UK MSA| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"LEVEL 3 COMMUNICATIONS, INC.",0,human_rights,0.56,0.20400000000000001,34,0.65231,,0.09994345499358508,0,,1989797.0,,149921,52,0,2021-04-27 15:18:27 UTC,2021-04-27 16:03:17 UTC,CHN| MYS| THA| USA,,Telecommunications Media Services,,,,
"RAMSEY WINCH CO., INC.",0,human_rights,0.56,0.264,49,0.65231,0.57844,0.169086,0,,2071667.0,,149898,52,0,2021-04-27 15:18:26 UTC,2021-04-27 16:03:15 UTC,CHE| CHN| DEU| HKG| HUN| IND| ITA| MEX| MYS| NLD| NOR| SWE| TWN| USA,"Construction Machinery Manufacturing| Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",Building and Construction Machinery and Accessories,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"ELITE COATINGS, INC.",0,human_rights,0.56,0.21600000000000003,34,0.17059,0.66643,,0,,2359638.0,,151147,52,0,2021-04-27 15:19:49 UTC,2021-04-27 16:05:28 UTC,USA,"Metal Coating, Engraving (Except Jewelry and Silverware), and Allied Services to Manufacturers| Painting and Wall Covering Contractors",,,CSDDD| CSRD| Dutch CLDD| EUFLR| LKSG| PFAS| Water Pollution Direct| Water Pollution Supply Chain,,
"CRENLO CAB PRODUCTS, INC (E-COAT)",0,human_rights,0.56,0.20800000000000002,54,0.17059,0.6543,,0,,2411127.0,,151142,52,0,2021-04-27 15:19:49 UTC,2021-04-27 16:05:28 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
THIEMAN STAMPING CO,0,human_rights,0.56,0.34,49,0.33307,0.73172,0.4717331075697217,6,,2603726.0,,149874,52,0,2021-04-27 15:18:24 UTC,2021-04-27 16:03:12 UTC,HKG| USA,"Full-Service Restaurants| Metal Crown, Closure, and Other Metal Stamping (Except Automotive)",Eating And Drinking Establishments,,BLS Nonfatal| Canada MSA| CSDDD| CSRD| Dutch CLDD| EUFLR| LKSG| UK MSA| Water Pollution Direct| Water Pollution Supply Chain,,
"ALCOA, INC.",0,human_rights,0.56,0.336,68,0.34446,0.50412,0.47173310756972137,0,0.10400000000000001,2656303.0,,151228,52,0,2021-04-27 15:19:55 UTC,2021-04-27 16:05:37 UTC,KOR| USA,"Aluminum Foundries (except Die-Casting)| General Freight Trucking, Long-Distance, Truckload| Nonferrous Forging",Metal Smelting And Refining And Forming Processes,,Canada MSA| Conflict Mineral| CSDDD| CSRD| Dutch CLDD| Energy Star| EUFLR| LKSG| UK MSA| Water Pollution Direct| Water Pollution Supply Chain,Modern Slavery Statement,
PERKINS MANUFACTURING,0,human_rights,0.56,0.268,64,0.17059,0.7,0.6206243765124738,0,,3319959.0,,150654,52,0,2021-04-27 15:19:16 UTC,2021-04-27 16:04:37 UTC,USA,Hardware Stores| Petroleum and Petroleum Products Merchant Wholesalers (Except Bulk Stations and Terminals)| Sheet Metal Work Manufacturing,Petroleum and distillates,,CSDDD| Data Breach Vulnerability| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
TOM CIN METALS,0,human_rights,0.56,0.29200000000000004,44,0.17059,0.7955,0.5095296578472719,0,,5768401.0,,151152,52,0,2021-04-27 15:19:50 UTC,2021-04-27 16:05:29 UTC,USA,Plate Work Manufacturing| Sheet Metal Work Manufacturing,Plate,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
D & S MANUFACTURING COMPANY INC,0,human_rights,0.56,0.29200000000000004,69,0.17059,0.82347,0.5095296578472719,0,,6129366.0,,151067,52,0,2021-04-27 15:19:44 UTC,2021-04-27 16:05:20 UTC,USA,All Other Miscellaneous Manufacturing| Plate Work Manufacturing,Plate,,CSDDD| UK MSA| Water Pollution Direct| Water Pollution Supply Chain,,
"IBIS TEK, INC.",0,human_rights,0.56,0.29200000000000004,44,0.17059,0.82347,0.4717331075697213,0,,7483392.0,,151088,52,0,2021-04-27 15:19:45 UTC,2021-04-27 16:05:22 UTC,USA,All Other Miscellaneous Manufacturing| Security Systems Services (Except Locksmiths),Security Systems Services,,Conflict Mineral| Data Breach Vulnerability| UK MSA,,
ZF FRIEDRICHSHAFEN_OSH,0,human_rights,0.56,0.35600000000000004,64,0.57715,0.9,0.1014479801225208,6,,23161884.0,,149772,52,0,2021-04-27 15:18:18 UTC,2021-04-27 16:03:02 UTC,BRA| DEU| IND| MYS| USA,Engineering Services| Machine Tool Manufacturing| Other Miscellaneous Durable Goods Merchant Wholesalers,Professional engineering services,,CBAM| Data Breach High Incident| Data Breach Vulnerability| EUBR| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,SA 8000,
Energy Suspension,156860496,human_rights,0.56,0.10800000000000001,4,0.17059,,,0,,,,633635,52,0,2023-07-13 09:47:43 UTC,2023-07-13 09:47:43 UTC,USA,,,,,,
DETROIT FLEXIBLE METAL PRODUCTS DBA DETROIT FLEX D,16859548,human_rights,0.56,0.168,14,0.17059,0.63311,,0,,,,633656,52,0,2023-07-13 09:47:48 UTC,2023-07-13 09:47:48 UTC,USA,Fluid Power Valve and Hose Fitting Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
Trayer Products Incorporated,2217511,human_rights,0.56,0.10800000000000001,4,0.17059,,,0,,,,633759,52,0,2023-07-13 09:48:09 UTC,2023-07-13 09:48:09 UTC,USA,,,,,,
PTI Technologies Inc.,38729679,human_rights,0.56,0.188,19,0.17059,0.63311,,0,,,,633926,52,0,2023-07-13 09:48:44 UTC,2023-07-13 09:48:44 UTC,USA,Fluid Power Valve and Hose Fitting Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"Midwest Tube Fabricators, Inc.",38775532,human_rights,0.56,0.17600000000000002,14,0.17059,0.64632,,0,,,,633931,52,0,2023-07-13 09:48:45 UTC,2023-07-13 09:48:45 UTC,USA,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,,,CSDDD| Energy Star| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct,,
Mobile Climate Control - MCC Canada,4469,human_rights,0.56,0.04800000000000001,4,0.0964,,,0,,,,634071,52,0,2023-07-13 09:49:11 UTC,2023-07-13 09:49:11 UTC,CAN,,,,,,
ASTRONICS TEST SYSTEMS INC,4573,human_rights,0.56,0.336,59,0.17059,1.0,,0,,207584.0,,151684,52,0,2021-04-27 15:20:27 UTC,2021-04-27 16:06:25 UTC,USA,"Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals| Military Armored Vehicle, Tank, and Tank Component Manufacturing| Telecommunications",,,CBAM| Conflict Mineral| Data Breach High Incident| EUBR| PFAS| Political Risk Liability| UFLPA| UK MSA| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,Code of Conduct| Conflict Minerals Policy| Modern Slavery Statement,
"HiViz Lighting, INC",45919021,human_rights,0.56,0.10800000000000001,4,0.17059,,,0,,,,634109,52,0,2023-07-13 09:49:19 UTC,2023-07-13 09:49:19 UTC,USA,,,,,,
WILLMAN INDUSTRIES INC,4964,human_rights,0.56,0.23200000000000004,34,0.17059,0.68819,,0,,156250.0,,151771,52,0,2021-04-27 15:20:33 UTC,2021-04-27 16:06:34 UTC,USA,Iron Foundries| Other Fabricated Metal Product Manufacturing| Sheet Metal Work Manufacturing,,,CSDDD| Deforestation| Energy Star| Water Pollution Direct| Water Pollution Supply Chain,,
OSHKOSH EUROPE B.V.,54,human_rights,0.56,0.028000000000000004,9,0.07425,,,0,,,,665198,52,0,2024-09-09 18:23:04 UTC,2024-09-09 18:23:05 UTC,NLD,,,,,,
"Tiresocks, Inc.",614497639,human_rights,0.56,0.10800000000000001,4,0.17059,,,0,,,,634540,52,0,2023-07-13 09:50:40 UTC,2023-07-13 09:50:40 UTC,USA,,,,,,
Aurelius Mfg. Co.,6160170,human_rights,0.56,0.17600000000000002,14,0.17059,0.62928,,0,,,,634548,52,0,2023-07-13 09:50:42 UTC,2023-07-13 09:50:42 UTC,USA,Fluid Power Cylinder and Actuator Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Air-Way Manufacturing Company Inc,6406128,human_rights,0.56,0.18,14,0.17059,0.63311,,0,,,,634607,52,0,2023-07-13 09:50:54 UTC,2024-09-09 18:26:44 UTC,USA,Fluid Power Valve and Hose Fitting Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"Complete Automation, Inc.",6449,human_rights,0.56,0.10800000000000001,4,0.17059,,,0,,,,665275,52,0,2024-09-09 18:24:27 UTC,2024-09-09 18:24:27 UTC,USA,,,,,,
Thermo/Cense Inc,68580042,human_rights,0.56,0.10800000000000001,4,0.17059,,,0,,,,634660,52,0,2023-07-13 09:51:05 UTC,2023-07-13 09:51:05 UTC,USA,,,,,,
RVI INC,6947758,human_rights,0.56,0.10800000000000001,4,0.17059,,,0,,,,624494,52,0,2023-03-28 15:07:58 UTC,2024-09-09 18:24:55 UTC,USA,,,,,,
Paco Spiralift,6950,human_rights,0.56,0.05600000000000001,4,0.0964,,,0,,,,665159,52,0,2024-09-09 18:22:12 UTC,2024-09-09 18:22:12 UTC,CAN,,,,,,
Hella Limited,7653,human_rights,0.56,0.068,4,0.11939,,,0,,,,665204,52,0,2024-09-09 18:23:10 UTC,2024-09-09 18:23:10 UTC,GBR,,,,,,
Mdi,780400136,human_rights,0.56,0.09600000000000002,17,0.17059,0.01,,0,0.07322033898305083,,,299936,52,0,2021-08-20 10:41:36 UTC,2023-07-13 09:51:19 UTC,USA,Computer Systems Design Services,,,Data Breach High Incident,,
Seabee Corporation,78092962,human_rights,0.56,0.168,19,0.17059,0.62928,,0,,,,634735,52,0,2023-07-13 09:51:20 UTC,2023-07-13 09:51:20 UTC,USA,Fluid Power Cylinder and Actuator Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Stanley Infrastructure,79419067,human_rights,0.56,0.124,19,0.17059,0.57844,,0,,,,634786,52,0,2023-07-13 09:51:30 UTC,2023-07-13 09:51:30 UTC,USA,Construction Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Del Hydraulics, Inc.",808488977,human_rights,0.56,0.18400000000000002,14,0.17059,0.62928,,0,,,,634877,52,0,2023-07-13 09:51:47 UTC,2023-07-13 09:51:47 UTC,USA,Fluid Power Cylinder and Actuator Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"JD Laser, Inc.",839885605,human_rights,0.56,0.188,14,0.17059,0.6543,,0,,,,634979,52,0,2023-07-13 09:52:06 UTC,2023-07-13 09:52:06 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
PURFORMS INCORPORATED,931902456,human_rights,0.56,0.14400000000000002,14,0.17059,0.60367,,0,,,,635072,52,0,2023-07-13 09:52:24 UTC,2023-07-13 09:52:24 UTC,USA,Urethane and Other Foam Product (Except Polystyrene) Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
GENERAL KINETICS ENGINEERING CORPORATION,,human_rights,0.56,0.06,9,0.0964,,,0,,,,98708,52,0,2021-03-28 16:28:48 UTC,2023-07-13 09:48:17 UTC,CAN,,,,,,
"Matthew Warren, Inc",,human_rights,0.56,0.228,39,0.17059,0.75833,,0,,,,523734,52,0,2022-08-03 20:43:50 UTC,2022-08-03 20:43:50 UTC,USA,Spring and Wire Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,Modern Slavery Statement,
"Kold Ban International, Ltd.",,human_rights,0.56,0.14,34,0.17059,0.5921,,0,,,,523741,52,0,2022-08-08 22:06:07 UTC,2022-08-08 22:06:07 UTC,USA,Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Concept Recruitment,,human_rights,0.56,0.044000000000000004,4,0.09444,,,0,,,,523770,52,0,2022-08-12 02:53:00 UTC,2022-08-12 02:53:00 UTC,AUS,,,,,,
Apprenticeships Queensland,,human_rights,0.56,0.052000000000000005,4,0.09444,,,0,,,,523771,52,0,2022-08-12 02:53:00 UTC,2022-08-12 02:53:00 UTC,AUS,,,,,,
Stumpf Waterjet Llc,,human_rights,0.56,0.188,34,0.17059,0.63983,,0,,,,537770,52,0,2023-01-04 19:05:48 UTC,2023-01-04 19:05:48 UTC,USA,Industrial Machinery Manufacturing| Machine Shops,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
C&c Industrial Sales,,human_rights,0.56,0.18400000000000002,34,0.17059,0.63983,,0,,,,537780,52,0,2023-01-04 19:33:17 UTC,2023-01-04 19:33:17 UTC,USA,Industrial Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Centerline Machine Llc,,human_rights,0.56,0.18400000000000002,34,0.17059,0.6543,,0,,,,537797,52,0,2023-01-04 20:39:23 UTC,2023-01-04 20:39:23 UTC,USA,Engineering Services| Fabricated Structural Metal Manufacturing,,,CSDDD| Data Breach High Incident| Water Pollution Direct| Water Pollution Supply Chain,,
"Jms Sign Co., Inc. Dba Fastsigns",,human_rights,0.56,0.168,34,0.17059,0.624,,0,,,,537824,52,0,2023-01-04 22:59:33 UTC,2023-01-04 22:59:33 UTC,USA,Other Services Related to Advertising| Sign Manufacturing,,,Data Breach High Incident| UK MSA,,
"Aerofast, Inc",,human_rights,0.56,0.11600000000000002,34,0.17059,0.54408,,0,,,,537861,52,0,2023-01-05 18:51:54 UTC,2023-01-05 18:51:54 UTC,USA,"Fastener, Button, Needle, and Pin Manufacturing",,,UK MSA,,
Afp Hose & Equipment,,human_rights,0.56,0.124,34,0.17059,0.5557,,0,,,,537965,52,0,2023-01-06 20:34:14 UTC,2023-01-06 20:34:14 UTC,USA,Other Construction Material Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| Deforestation| EUBR,,
"Florida Industrial Products, Inc.",,human_rights,0.56,0.14,14,0.17059,0.6,,0,,,,633488,52,0,2023-07-13 09:47:15 UTC,2023-07-13 09:47:15 UTC,USA,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| PFAS,,
Tandemloc Inc.,,human_rights,0.56,0.14,19,0.17059,0.57844,,0,,,,633529,52,0,2023-07-13 09:47:22 UTC,2023-07-13 09:47:22 UTC,USA,Construction Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
C & C INDUSTRIAL SALES,,human_rights,0.56,0.10800000000000001,9,0.17059,,,0,,,,634034,52,0,2023-07-13 09:49:04 UTC,2023-07-13 09:49:04 UTC,USA,,,,,,
De Bruyn Metaal BV,,human_rights,0.56,0.044000000000000004,4,0.07425,,,0,,,,634182,52,0,2023-07-13 09:49:33 UTC,2023-07-13 09:49:33 UTC,NLD,,,,,,
DE NADAI SAS,,human_rights,0.56,0.07600000000000001,9,0.12575,,,0,,,,634200,52,0,2023-07-13 09:49:36 UTC,2023-07-13 09:49:36 UTC,FRA,,,,,,
TruGreen Limited Partnership,,human_rights,0.56,0.16400000000000003,17,0.17059,0.11,,0,0.1566666666666667,,,634578,52,0,2023-07-13 09:50:49 UTC,2023-07-13 09:50:49 UTC,USA,Landscaping Services,,,CSRD| Data Breach Vulnerability| Dutch CLDD| EUFLR| LKSG,,
"Kus Usa, Inc.",,human_rights,0.56,0.10800000000000001,4,0.17059,,,0,,,,635100,52,0,2023-07-13 09:52:29 UTC,2023-07-13 09:52:30 UTC,USA,,,,,,
SRC LOGISTICS INC,0,human_rights,0.55,0.248,37,0.17059,0.01,,0,0.09000000000000001,100000.0,,150627,52,0,2021-04-27 15:19:14 UTC,2021-04-27 16:04:34 UTC,USA,"Process, Physical Distribution, and Logistics Consulting Services",,,Data Breach High Incident,,
BTL WOOD RECYCLING LLC,0,human_rights,0.55,0.248,34,0.17059,0.69414,,0,,109350.0,,151897,52,0,2021-04-27 15:20:42 UTC,2021-04-27 16:06:48 UTC,USA,Reconstituted Wood Product Manufacturing,,,Deforestation| UK MSA,,
ROCKFORD RIGGING INC,0,human_rights,0.55,0.256,66,0.17059,0.01,0.169086,0,0.26666666666666666,110009.0,,150942,52,0,2021-04-27 15:19:35 UTC,2021-04-27 16:05:07 UTC,USA,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",Building and Construction Machinery and Accessories,,Data Breach Vulnerability| Political Risk Liability,,
WOLF RIVER MACHINE LLC,0,human_rights,0.55,0.20800000000000002,34,0.17059,0.63729,,0,,127394.0,,152517,52,0,2021-04-27 15:21:34 UTC,2021-04-27 16:07:52 UTC,USA,Machine Tool (Metal Cutting Types) Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
MS TRADING CO YOIDO-DONG YOUNGDEUNGPO-KU,0,human_rights,0.55,0.2,34,0.34446,0.44326,,0,,145883.0,,151790,52,0,2021-04-27 15:20:35 UTC,2021-04-27 16:06:36 UTC,KOR,Welding and Soldering Equipment Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
HUBBELL INCORPORATED,0,human_rights,0.55,0.23600000000000002,37,0.17059,0.1,,0,0.16038461538461538,157223.0,,152439,52,0,2021-04-27 15:21:27 UTC,2021-04-27 16:07:44 UTC,USA,All Other Automotive Repair and Maintenance| Other Paperboard Container Manufacturing,,,Data Breach High Incident| Data Breach Vulnerability| Deforestation| Energy Star| PPWR| Water Pollution Direct,,
KOOIMA COMPANY,0,human_rights,0.55,0.29600000000000004,49,0.17059,0.82093,0.47173310756972137,0,,172497.0,,150856,52,0,2021-04-27 15:19:29 UTC,2021-04-27 16:04:58 UTC,USA,Farm Machinery and Equipment Manufacturing| Machine Shops,Agricultural machinery or equipment manufacturing services,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
HEMA DRIVELINE AND HYDRAU,0,human_rights,0.55,0.228,34,0.17059,0.66912,,0,,189303.0,,150362,52,0,2021-04-27 15:18:55 UTC,2021-04-27 16:04:04 UTC,USA,Ball and Roller Bearing Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
DAVIS FABRICATION,0,human_rights,0.55,0.22400000000000003,59,0.17059,0.6543,,0,,214862.0,,151676,52,0,2021-04-27 15:20:27 UTC,2021-04-27 16:06:24 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"SOUTHERN STATES MACHINERY FLORIDA, INC.",0,human_rights,0.55,0.21200000000000002,34,0.17059,0.63729,,0,,218867.0,,152352,52,0,2021-04-27 15:21:20 UTC,2021-04-27 16:07:35 UTC,USA,Machine Tool (Metal Cutting Types) Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
SEPP LEAF PRODUCTS INC,0,human_rights,0.55,0.34,49,0.17059,0.73507,0.6391070085853783,0,,225125.0,,152348,52,0,2021-04-27 15:21:20 UTC,2021-04-27 16:07:34 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing| All Other Miscellaneous Wood Product Manufacturing,Metal and mineral industries,,CSDDD| Deforestation| UK MSA| Water Pollution Direct| Water Pollution Supply Chain,,
WITEKIO CORPORATION,0,human_rights,0.55,0.24,57,0.17059,0.01921,,0,0.15000000000000002,260480.0,,151615,52,0,2021-04-27 15:20:23 UTC,2021-04-27 16:06:18 UTC,USA,Engineering Services| Software Publishers,,,Data Breach High Incident| Political Risk Liability| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"PENDLETON ENGINEERING, INC",0,human_rights,0.55,0.308,69,0.65231,0.64894,0.1014479801225208,0,,274798.0,,151605,52,0,2021-04-27 15:20:22 UTC,2021-04-27 16:06:17 UTC,BRA| CHN| DEU| IND| ITA| KOR| MYS| USA,Engineering Services| Iron and Steel Pipe and Tube Manufacturing from Purchased Steel| Rolled Steel Shape Manufacturing,Professional engineering services,,CSDDD| Data Breach High Incident| Energy Star| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct,,
MELROSE INDUSTRIES PLC,0,human_rights,0.55,0.42,69,0.65231,0.85808,0.19524333333333335,0,,307904.0,,151573,52,0,2021-04-27 15:20:20 UTC,2021-04-27 16:06:13 UTC,CHN| MEX| MYS| USA,Hardware Manufacturing| Industrial Machinery and Equipment Merchant Wholesalers| Institutional Furniture Manufacturing| Iron and Steel Forging,Hardware,,Canada MSA| CBAM| CSDDD| CSRD| Data Breach Vulnerability| Deforestation| Dutch CLDD| EUBR| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,Code of Conduct| Modern Slavery Statement,
WELLER MACHINERY COMPANY,0,human_rights,0.55,0.23200000000000004,34,0.17059,0.6543,,0,,375685.0,,152212,52,0,2021-04-27 15:21:09 UTC,2021-04-27 16:07:20 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
POBLOCKI SIGN COMPANY LLC,0,human_rights,0.55,0.2,34,0.17059,0.624,,0,,391338.0,,151506,52,0,2021-04-27 15:20:15 UTC,2021-04-27 16:06:06 UTC,USA,Sign Manufacturing,,,UK MSA,,
DEFENCE STORAGE & DISTRIBUTION AGENCY HQ DSDA MINISTRY OF DEFENCE,0,human_rights,0.55,0.08800000000000001,24,0.11939,,,0,,420441.0,,151482,52,0,2021-04-27 15:20:13 UTC,2021-04-27 16:06:04 UTC,GBR,,,,,,
LOGAN CLUTCH,0,human_rights,0.55,0.308,46,0.17059,0.1,0.09994345499358509,0,0.22428571428571428,438514.0,,151471,52,0,2021-04-27 15:20:13 UTC,2021-04-27 16:06:03 UTC,USA,All Other Automotive Repair and Maintenance,Vehicle maintenance and repair services (OLD),,Data Breach High Incident| Data Breach Vulnerability,,
PRECISION SYSTEMS MFG INC,0,human_rights,0.55,0.34,44,0.17059,0.73507,0.6391070085853783,0,,447093.0,,151465,52,0,2021-04-27 15:20:12 UTC,2021-04-27 16:06:02 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing| Other Automotive Mechanical and Electrical Repair and Maintenance,Metal and mineral industries,,CSDDD| Data Breach High Incident| Data Breach Vulnerability| Water Pollution Direct| Water Pollution Supply Chain,,
WIRE TECHNOLOGIES INC,0,human_rights,0.55,0.31200000000000006,45,0.17059,0.11,0.09994345499358508,3,0.37022222222222223,465286.0,,151447,52,0,2021-04-27 15:20:11 UTC,2021-04-27 16:06:00 UTC,USA,Computer Systems Design Services| Custom Computer Programming Services| Power and Communication Line and Related Structures Construction,Systems integration design,,CSRD| Data Breach High Incident| Dutch CLDD| EUFLR| LKSG| Political Risk Liability| Water Pollution Supply Chain| Water Quantity Supply Chain,,
GRIFFIN INDUSTRIES CORP,0,human_rights,0.55,0.256,49,0.65231,0.57844,0.09994345499358508,0,,655685.0,,151687,52,0,2021-04-27 15:20:28 UTC,2021-04-27 16:06:25 UTC,CHE| CHN| DEU| HKG| HUN| IND| ITA| MEX| MYS| NLD| NOR| SWE| TWN| USA,"Construction Machinery Manufacturing| Data Processing, Hosting, and Related Services| Machine Shops",Workshops,,CSDDD| Data Breach High Incident| Political Risk Liability| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct| Water Quantity Supply Chain,,
